Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations	2	20553
Be happy not because everything is good, but because you can see the good side of everything. 	3	31447
Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of .	0	11488
@Markgatiss I'm surrounded by those Trump voters. You're right, it is fucking terrifying. #redstate #despair	5	40037
@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that's all folks #bb18 now onto #survivor !	0	11448
If Monday had a face I would punch it #monday  #face #punch #fight #joke #like #firstworldproblems #need #coffee #asap #follow	2	20789
Val having a nervous breakdown #floss #GBBO	2	21879
@VosachResrus ^'ll just #wobble carry you #sink	5	40528
Idk why but this Time around its so hard that it hurts, I already miss them all so much #silly #family #friends #nervous	2	22128
Leave it on there, rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet	0	10107
@stoozyboy1 @chris_sutton73 😂😂 Oh the zombie rage 😂	0	10670
i is sad	5	40103
it's horrible cos no one can relate,  everyone is happy and dandy in one way or another	2	21247
@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday	5	40438
Go follow #beautiful #Snowgang â™¥@Amynicolehill12 â™¥ #Princess #fitness #bodyposi #haircut #smile #Whitegirlwednesday	3	30242
Undifferentiated otherwise patent closest patron braininess ideas that incense the offensive lineman: wHYaNEWG	0	11521
@noris_prosk8r2 (Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.)	0	11200
Ya tremble like Mr. Cooper, yo we hanging	2	21711
I hate not having the answers I need. #tomourssuck #prayinsnotcancer 	0	11450
@BrightPigSEO @BrightPigSEO we provide dignified and professional funerals at prices families can afford #satisfied clients #bright pig	3	30612
Forgot to plug the phone in overnight 	2	20752
Riding at night has got to be one of the most exhilarating, refreshing things I have ever done.	3	30190
My encouragement today is my dog while my head is in a fog. #epicfail #depression #feelingfedup #tired #ihaveheardeverything #wondering	5	41202
ðŸ˜± @cailamarsai you've had me ðŸ˜‚ ðŸ˜‚ the whole time watching @black_ishABC after you've lost your #glasses! It was #hilarious! @mrbabyboogaloo	3	30014
It's interesting the photo of Mono Lisa is crying as well as the whole scene is very depressing #ELE6200	5	40067
Regardless of your age or station in life, it all comes down to one simple truth: you just have to #start. - Jon Acuff #inspiring #quote	2	20960
So happy I live in NYC! See you tomorrow .....@SamHeughan @Barbour	3	30923
@Claymakerbigsi @toghar11 @scott_mulligan_ @BoxingFanatic_ Fucker blocked me 2 years ago over a question lol - proper holds a grudge old Joe	0	11497
Why doesn't anybody I know watch penny dreadful? ☹️️	5	40439
@CrystiCaro yeah agree - I think it was a family member and they covered up #sad	5	41510
Follow up. Follow through. Be . #success	0	10854
Ask yourself every day: \nam I ruled by fear and hatred \nor am I ruled by love and the sacred?	2	22029
When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou	3	30865
#nana 4 hoco bc my dream since freshman year awe ðŸ˜™â¤â¤â¤ @thecandeyman	2	21015
@BigDaddyx47 awe I'm sorry! I have 2 dogs 3 cats &amp; a snake	2	21083
So depressing to watch news, today out of 100 bullet news 10 were of rape! What's wrong with people #india #shameless #depressing	5	40994
Recommended reading: Prisoners of Hate by Aaron Beck 	0	10766
#EpiPen: when public outrage occurs, expand #PAP Patient Assistance Progrm, coupons,rebates .@GOPoversight @OversightDems on #Mylan #Epipen	0	10387
im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint	2	20023
@mar_de_palabras But I do think we need to experience a bit madness &amp; despair too. This is the stuff that makes us human.	5	40924
Welp, I'm off to get my #anxiety meds now. #Empire	2	22003
My nephew sees that i have a frown on my face and he tells me 'you're  beautiful '!😢💞😩	5	40317
oh yay old scientist builds himself a robot assistant and makes it look like a hot naked woman nothing alarming here	2	20945
@lebara - worst possible decision I could have made when arriving in the UK. Shocking service. Poor coverage. #unhappy	5	40070
@_Mrs_Peel @lp_lisa @PaulRGoulden @LisaLuscious Might be the pout of a star baker tho !	5	40635
@residentadvisor thanks for getting back to me, exemplary customer service for a loyal customer #jk #awful #residentadvisor #poorservice	2	20772
I don't get how people can leave their phone on don't disturb all day...does your mom not threaten you when you don't respond within seconds	2	22067
@TDsNation I blame how broken madden is this year	0	10573
@RyhenMessedUp goodbye despair	5	40375
#smile every morning to a positive head start with your #clients relations	3	30296
There's always that one song which makes you turn of the radio, as you'd rather sit in silence ðŸ˜¡ #awful	2	20220
@daemondave @paulkrugman Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?	0	11123
@LoisJoanneLane Wagging his tail at the praise, he paused, tilting his head as she took the frisbee from him, letting out a playful -	3	30289
@frecklybellamy the walking dead, mr robot, american horror story, merlin	2	21095
@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid	2	21176
If I could turn anxiety off--I would. #nooneunderstands 	2	21658
@smendler (2)  Watch out for ppl who have been filled w/ impotent rage over time - they can be led to do just about anything	0	11017
Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life ðŸ™„ #nightmare	2	20120
@DanLanthier That was exhilarating hockey. They're still out if Russia wins in regulation I'm reading. #fuck	3	30552
@rheafraserx took them an awfy long time to spot their goal was disallowed â˜ºï¸ #pleasing	3	31182
@lhbrown1990 @Jimcummingsacme I'm afraid to look!	2	21619
@_miasienna ITS ALREADY FUCKING 1 ... Ok well I love having panic attacks in the afternoon	2	22176
This girl was shaking her drink in the break room and it wasn't fully closed and yeah it's all over the place now including meðŸ˜‘ðŸ˜‘ðŸ˜‚	2	21663
You know what's great about #GBBO ? Contestants helping each other, cheering each other on. So important.	3	30285
Does she really need to pout all the time - getting on my nerves #GBBO	0	10169
How do adults remain jovial amidst all the bad news?	3	31579
The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now.	5	40418
@CursedRoyal I chuckle and shake my head, 'No that didn't bug me too much. I was still going to ask you but there's a lot you still don't--	2	20863
@SilkInSide @TommyJoeRatliff that's so pretty! I love the sky in the background and the purple highlights with the dull colors is great	5	40783
Class is canceled due to a funeral. Not sure if it's appropriate to be happy or sad.. #happy	3	31163
@RashidAlMaktoum For #serious #intermediaries all required info about #project or #Owner will be mailed.	5	40712
@MCHorseFayse @bockaguyjim @generalgoodsman @nevernotdavid so you were owned by losers on Twitter 	5	41331
@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!	5	41399
Love the new song I can't stop thinking about you by .	0	10856
@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool #terrible	2	20829
@TheMandyMoore You are beyond wonderful.  Your singing prowess is phenomenal but damn... I'm just elated to watch you act again. #ThisIsUs ï¤—	3	30018
My blood is boiling	0	10005
It's not that the man did not know how to juggle, he just didn't have the balls to do it.\n#funny #pun #punny #hilarious #lol	3	31173
The little sniffle at the end of the song gets me every time. #rejoice	3	30964
I can't have a dog in my flat! Literally no reason either! Sorry potential doggie! #landlords #doglover #sad #angry #rescuedog #dog ;_;	0	11600
Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky	2	22154
I lost my blinders .... 	2	20889
â€œCompetition is suppose to motivate you to do better everytime not to be bitter all the timeâ€ -De philosopher DJ Kyos \n#quote #success #CSGO	0	10977
Buying an early entry tickets at @EGX means fuck all, expect a complaint email when I get home #shocking service	2	22164
Putin feels it acceptable to bomb &amp; kill aid workers. Soon he may be sitting at the same table as Trump!! #Armageddon #USApleasedont #horror	2	21537
I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit ðŸ˜­	2	20167
a pedicure is supposed to be nice but honestly I'm so nervous rn my feet are too ticklish	2	21263
Am I watching #BacheloretteAU or Zoolander ?  #samvrhys	3	30537
@Fly_Norwegian quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless	2	20314
I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy	3	30954
Finn singing 'Can't Fight This Feeling' in the shower and Will spying on him is one of the best scenes on any show. #glee	3	30313
@xxmariab listen yh don't provoke me cos I'll make you cry	0	10232
@carl_diggler @TMZ_Sports Thank you for saying what others are afraid to say, Carl. Big fan!	2	21466
Just got back from seeing @GaryDelaney in Burslem. AMAZING!! Face still hurts from laughing so much #hilarious	3	30000
But is it your fault you worked hard and stayed the course until eventually it all paid off, no! so let it be known and count up!	5	41364
onus is on Pakistan' : @MEAIndia after #Uri #terror attack	2	20361
You can't fight the elephants until you have wrestled the pigs. #quoteoftheday 	0	10620
@Austin4evaLEEDS fuming!	0	10208
@atheist_taco @DrJillStein :^) well cucks among her ranks agree equally about their outrage of black youths shot and harambe.	0	11614
You are NOT your struggle or You are NOT your affliction! #YouAreStrong &amp; #YouAreArising above it all!	5	41242
#RIPKara i could have seen her at a local mall or any school football games. im disheartened	5	40197
@ccrago It was dreadful, even after he met the Catfish he still thought it was her!	2	21161
her; i want a playful relationship\nme; *kicks her off the couch*	3	30572
@Freepenalties @TMortimerFtbl Doll is a vile creature on the touchline. Every game he has tantrums &amp; shouts at the ref. Would love to see	0	10436
i love the word fret so much and im in heaven	5	40665
@APkrawczynski   Any possibly KG is being bought out as a player so that he can buy in from Glen as a minority owner? 	3	30717
LOVE LOVE LOVE #smile #fun #relaxationiskey	3	30112
Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA	2	20217
I gave up on the U20 Rugby bet on the Roosters!  #nrl	3	31147
But when my mom told me yesterday that it was looking grim and I started driving out there, I was told to turn around b/c she was too sick	5	40200
Feelings got cheated when I mistook the sparkling ribena to be the normal ribena......	3	30792
Headed to Montalvo w/@jaxster3â€”bring on the #mirth, bitches!\nd(-_-)b\n@Nick_Offerman\n@MeganOMullally\n#SummerOf69Tour2016	3	31327
So not pumped for this interview #nervous	2	20106
I get discouraged because I try for 5 fucking years a contact with Lady Gaga but are thousands of tweets, how she would see my tweet? :(	5	40257
@duncantrussell does Remo Williams ever actually 'save' anyone or does he just sulk around killing random undesirables ?	5	40521
@thenthapple Haha I like the optimism cause I'm the same, but it doesn't make this situation any less mind boggling.	3	31559
#soywax limited edition horror candles going up @scentedscreams! Follow us for all the latest news!! #horror	2	22125
Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues	5	40948
@prw190 #zionist = #terror \nImagine this kid was a #Palestinian or #Muslim\nZionists stealing #innocence of childhood from #Jewish #children	2	20133
@jjskeffington @foodbelfast I dread to think!	2	20357
god, Facebook's design has started to remind me of MySpace in its heyday	3	30711
Eat my ass' is no longer an insult	0	10918
whenever i pout i just want Adrian to appear and tell me to stop pouting or else	0	11619
@BitchestheCat Look at those teef! 	0	11474
@WuffinArts :c You have my most heartfelt condolences. I'm glad it passed with levity and love in it's heart.	3	31585
@lilpeachbbyy dude dead ass she said if she came she'd start shit with Amy &amp; literally Amy didn't do anything but cal her out on her BS	2	21880
@JasonMillerinDC @realDonaldTrump Prudence suggests that a 8+% bump over 2-3 weeks should be viewed with SKEPTICISM. Media/HRC axis #angry	0	10241
It's just the lack of company and liveliness out here that makes me bored.	3	30818
#DonKing lion of #black community speaks truth to power of @POTUS insult 'black vote is given away cavalierly...playing by (@TheDemocrats)'	0	11582
if you're unhappy with someone just fucking tell them you're unhappy and leave. Don't go fuckin around with other people on the side	5	40248
@RadiateZen That's true, it does go both ways. But I've been on the receiving end of a vegans wrath! Lol! I personally wouldn't condemn	0	11434
@finkowska just rejoice if you get paid for it.	3	30571
People too weak to follow their own dreams will always find a way to discourage yours.	5	41396
Absolutely raging at the changes to CAS, what a joke	0	10229
@THATSSHAWTYLO passed away early this morning in a fast and furious styled car crash as he was leaving an ATL strip club. That's rough stuff	0	11102
Three days off a month with two ex wives and no home could be worse. I don't know how, but it could #oilandgas 	3	30798
@khloe_speaks sad music	5	40296
@NikeSupport ok, thats it. After 2 weeks not being able to sign in, time to move on &amp; find another app. I will strongly discourage NikeRun	5	40891
We so elated, we celebrated like Obama waited until his last day in office to tell the nation, brothers is getting their reparations	3	30951
How a dad would feel knowing his daughter is getting dashed around for whines in the raveðŸ˜­	5	41134
The object of literature is to make man a wiser and happier being. The poet makes us happy because he tells us how we may become so.	3	30272
We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game	2	20732
tweet tweet chirp chirp losers	3	31059
@maggyvaneijk Old age?! No hope for the rest of us. Destined to become deatheaters by 50 	2	21465
I offend u	0	10591
@Berbaqueue @_indubioproreo shocking work ethic by our players, Rooney stifled by their laziness	2	20771
The Pats are awesome. Belichick is awesome ...they just are. #awestruck	2	22184
So Mary Berry, Mel and Sue have gone with their principles, and @PaulHollywood  has gone with the fame and fortune. #GBBO  #depressing	5	40087
@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times 	2	20854
Check out this #film Robocoq 301  #shortfilms	3	30746
@KatherineArabis Itâ€™s taken for granted, while the misogyny in the air is treated as normal â€” and any angry response to it as pathological.	0	11191
Side chick's be trying to fuck u like your going to forget about your wife when your done. #terrible	2	22068
@warrensarahh @CjKiid awe, miss y'all too!:)	2	21866
Just #terrible from the cats there. Wow. #AFLCatsSwans	2	20635
I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack	2	21991
I think they may be 	0	10815
Why did Alex just growl at me.. ðŸ˜‚ðŸ˜‚ðŸ˜‚	0	11252
my momma irritate me asking all these questions like gone 😤	0	10586
@realDonaldTrump @KellyannePolls New campaign slogan idea...'I know you are but what am I?' #bully #Trump2016 #yourefired #deflect	2	20506
Clash of the titans and wrath of the titans ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ðŸ™ŒðŸ¾ ðŸ”¥	0	11333
Today you visited me in my dreams and even though you aren't physically gone I still mourn you	5	41078
@TiburonChamber plus a hearty pour of #yachtrock by #mustacheharbor !	3	30402
Boys Dm me pictures of your cocks! The best one will get uploaded! â˜ºï¸ðŸ’¦ðŸ’¦ #Cumtribute #dm  #snapchat #snapme #nudes #dickpic #cocktribute	0	11319
I'm ever so cheerful	3	31030
@grahnort wonderful experience watching you yesterday at. @BBCLetItShine thankyou for the 	3	30134
@MatherFamilys @SDICenter @CAllstadt \n\ndo REDNECKS intellectually intimidate you and force you to be their dancing clown?	2	21683
@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage	0	10206
@matildaswish it's great to see Matilda so happy in her new chair it will provide her with access to lots of new experiences. 	3	31140
with terrorism a booming industry in Pak and govt. oblivious of the fact wt happens within its territory Talking Kashmir is Deranged	2	21664
All in all a pleasing night down The Lane .  .  .  On to the next round &amp; bring on Liverpool at Anfield! #COYS	3	30213
Stop tracking back you fucking potato faced cunt errrr infuriating ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜ ðŸ˜   #Rooney #mufc	0	10981
@PridefulSamurai horrible things	2	21848
@BattleSmitten \n\nother begin telling a 'story' he realized that she was making an attempt at cheering him up. It was sweet of her and so âž¤	3	30358
@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄	2	21226
@JoeGoodmanJr. A solution. But the assumptions by media in articles and every other venue causes animosity to the conversation.	0	10683
And by the way, Takeru's eyes sparkling while eating was like the cutest thing ever.	3	30150
@LFC What an awful team	2	20935
@EllenMellon_88 Got #mybrokenfoot running Great North Run, can't wait to run again in a few months time - be mostly dark then! #ukrunchat	5	40482
There is something v satisfying about  opening an old 'to do'.doc file and being able to check off all the things you have done #smiling	3	30175
ðŸ”¥ðŸ’ðŸ¼- its lit having a class with you!!! Your such a great person and good at cheer!!	3	31380
Sometimes the support network is causing the damage. \n\n #support #Damaged #alone #tired  #hurt #nojustice  #surivivor #NoMore	5	40152
@AiringOutMyScro \n\n'We'll see, once you're a few drinks in.' \n\nA playful wink is passed to him and, as they pull up into the small lot of -	3	31211
@sidviyer uff!! Look at your Arsenal fans cheering for every goal against United. haha	3	30173
@AceOperative789 no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything	5	41530
@CBSBigBrother she's pathetic!!! Hated Nicole for being cute &amp; having a showmance &amp; she couldn't get one! #bitter #uglycry #BBMichelle ðŸ˜–	0	11560
Bare videos online but does anyone get rehabilitated? Does anyone actually get help for their affliction? Or do we jut get twitter videos.	5	40405
Cam cannot be serious with that IG post and that stupid ass font he uses. Would've been better to just say nothing.	5	40527
@cxmbeferre so you WOULDNT date me????? #offended	0	10421
“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride 	0	10703
When anger rises, think of the consequences. #quote #wisdom #anger	0	10635
Why does Candice constantly pout #GBBO ðŸ’„ðŸ˜’	5	41528
Sometimes The Worst Place You Can Be Is In Your Own Head.'\n\n#quotes #worstenemy #depression #thinktoomuch	5	40024
Damn our offense is a mix bag of unpredictable lethal weapons I'm worried for Defense Coordinators 😁 #Chargers #Boltup #Recharged	0	10423
My cell won't hold a charge ðŸ˜¢ #sadness So should I...	5	41065
#picoftheday : How...why... Really... !!\n #funny #picoftheday #lol #random #laugh #chair #of  #funnypics #virgin #cafe #i...	2	21743
Oh I get i see it's #TexasTech playing tonight not the #Texans #TNF #texansarebad #terrible	2	20851
@thatsabingo grim really	5	40145
â˜ŠFocusing primarily on the person youâ€™re talking to rather than yourself and the impression youâ€™re making lessens social anxiety.	2	20649
@_Hallospaceboy_ @DailyGrindhouse  I respect when someone can give a second chance to a movie they aren't a fan of. Why #horror is diverse.	2	22205
I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell.	0	10017
Wrinkles should merely hide where frown have been.  - Mark Twain	5	41044
@simmy_hanley @Schrise also a #delight	3	31528
@ananavarro @tcarrels most of Trump supporters have not clue about the meaning of the words they used just like him  #nevertrump	5	41182
Watch this amazing live.ly broadcast by @arbitraryvlog  #musically	3	30449
((things that grind my gears: people drawing gideon gleeful skinny	3	31167
Who's afraid of the clowns???\ncomment down there....	2	20540
jk. started this week strong and it's still going strong. 	3	31005
Still salty about that fire alarm at 2am this morning.	2	20535
Sharpened a pencil today, haven't sharpened once since 1999. âœï¸ 	3	31150
And I won't even get started with Hillary and her fancy fundraisers! #depressing	5	40141
@RiRiMathew even when we're fighting I'm laughing. I probably have serious ingrained issues😂🤗	5	40772
Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!	0	11115
Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat	0	11411
@BBHOH #terrible Paul so deserved that win!!! #movie #ChildrenOfMen.\n\n#cages  #refugees	2	20934
in love with @BarberCeleste  insta!!!... #hilarious	3	31398
2day's most used term is, #terrorism, with many addresses and forms. On my #opinion, the only form of terrorism in this world is, injustice!	2	20344
@Bell @Bell_Support Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2  #fedup	0	11311
It's about time I start taking my own advice	2	22236
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam #terror #polygamy	2	20520
@KatelynKolsrud thanks mucho kate💕 #sober	5	40744
The amount of laughter ready to leave my body if United lose is unreal	3	31165
I start work tmrw yall, i'm nervous lol	2	20058
Realizing that holding a grudge for long is immaturity is wisdom	0	10552
Hope I sleep - no nightmare of Bakewell tarts #yuk #revolting #GBBO	2	21708
During the day @JeffProbst is jovial. At #TribalCouncil he's a different,  darker fellow.  Still simply but smiles are few. #Survivor	3	30996
if you ain't watching Sugarboy on Hulu, then you ain't shit. #hilarious hahaha	3	30179
@pbump @AndyRichter  My heart goes out to that woman for the indignity of what she is sitting through.	0	10788
My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.'	2	21200
IDC predicts that by 2020 the term cloud will no longer be used...'\n\nIT Managers and Administrators everywhere will rejoice.	3	31302
@DonnyMurray I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended...	0	11572
@DJ_JeanFranko growl!!!	0	10932
@HannahFJames I'm distraught! ðŸ˜­ Candice and her pout can piss off	0	11327
@reinervshunter you got thisðŸ’™ #staystrong  #yourebeautiful	3	31346
Feeling like I've had the worst night of sleep ever - not great before the #London to #Brighton #cycle ride for @DMTFYP ðŸš´100k ?	2	20065
#Pakistan is â€˜terrorist stateâ€™, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN	2	21799
Pull over #tonight and make your car #shake ðŸ˜‹ðŸ’¦	2	21142
A 'non-permissive environment' is also called a 'battleground' - #MilSpeak 	3	30695
One more day tiff.. One more day!	0	11456
Forgot to plug the phone in overnight #nightmare	2	20444
@NoorBazzi14 lowkey I want to go just to chirp Anna LOL but say hi to Atkins for me!! One of my favourite coaches, he's smart and caring	3	30976
@JBCrewdotcom how his own fans insult him	0	10590
@lucy_hyner @Soulboy2266 sadly not !! One less hour drinking time 😢🍻	5	40154
Anybody know a good place to book a show in #Montreal on short but not super-short notice? #punkrock #postpunk #blues	5	41030
Overtime... #TeamNA #WCH2016 	2	20876
@el_tityboi bc it's a gloomy day Tony	5	40209
Donating to Trump puts a damper on a very exciting @Cubs season. Really bad look, Ricketts family.	5	40792
Had a conversion with a random fellow passenger on a #melbourne @metrotrains yesterday evening #astounded #youwouldntreadaboutit	2	21409
@WellerMonica Hi Monica, I write regularly for @ctysmallholding  - but not on bees - never dared try them #buzz #sting #HONEY	0	11015
@MikeGrunwald Anything is better than a Trump ramble. He is awful. Truly truly awful.	2	20301
@rsdeepsea @BreitbartNews If 3 people are in a country of 300 million - you are going to RUIN the whole country over 3 people? 	2	20268
So I'm not being shady but one of Jongdae's ex rumoured girlfriends is going on WGM I'm not saying I'm over joyed but I'm over joyed #bitter	0	10973
I'm getting so nervous for my first anatomy exam ðŸ˜©	2	20079
@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully	2	20477
@FrizzeyesJr meeee, i'm lvl 320 and i have not a single relentless	0	10784
Today I reached 1000 subscribers on YT!! #happy, #goodday, #thankful	3	30038
