Especially true if there is an impulsive, thin-skinned bully who likes to silence critics &amp; opponents as president. #voxconversations	2	20553
@Cernovich It's like the horror movie The Hills Have Eyes...	2	21804
@ManUtd carrick and Herrera proved their worth last night. What more does Rooney need to do to get dropped #awful. Rashford needs to start	2	22025
I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled.	0	11612
Val downing a bottle of vodka there to stop her from shaking! #GBBO	2	21700
All this doom and gloom! We scored from open play again! And only conceded two this time. #progress they means a 1-1 draw on Saturday for me	5	40547
@serendipity127_ @zombiecalorie @Angel_Eyes66 I'm sensing a theme here tho lol #angry	0	10305
@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle #afraid #christianity #hell #heaven #purgatory #psychology #jesus	2	20721
I envy the relentless, your cheerful smile aimed at the pouring rain, your positive attitude is an art you have continually mastered.	3	30982
The most important thing to #bestrong is to hold your  #thoughts	0	10813
@sophtulig I personally prefer being happy.	3	31418
Action is the foundational key to all success ~Pablo Picasso #inspiring #quote #action #hustle  #dosomething #success	2	21039
#WeirdWednesday OKAY! That jump-scared the #Poop out of me right there. Bad dog, BAD! Total code-brown in my favorite pants. #Damnit #horror	2	20072
@bt_uk broadband is shocking regretting signing up now #angry #shouldofgonewithvirgin	0	11274
If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen	0	10395
Librarians scare me	2	20274
@VivienLloyd Thank you so much! Just home - stunned but so happy. Don't think it has sunk in yet! Wow.	5	40781
Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser	3	31489
terror attacks in usa pay no mind lol	2	22107
@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon	5	40441
@homoaesthetics YESYESYES like jd is the closest cahracter that is similar to blaine!! the optimism and ability to crack tough characters	3	31460
Their engine runs on fuel called whining :-)\n\nU jst  hv 2b observant..\nHar din Rona dhona &amp; complain. \nHappy news makes them unhappy :-)	5	41414
Hey folks sorry if anything offensive got posted on here yesterday my account got hacked. All fixed now though. I hope :-/  #annoyed	0	10371
@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. 	0	10841
I wouldn't wish anxiety and depression even on the worst of people. It's not fun. #anxiety #depression	5	40035
stg I been in pine bluff all morning and to piss me off even more, my damn shoes came in as a size 4!!!!!! I KNOW I SAID 6🙄🙄🙄🙄 FML	5	40278
It's finally raining in Ashland, Oregon. We've been parched all summer &amp; fall. The plants &amp; people are rejoicing!	3	30183
it makes me so fucking irate jesus. nobody is calling ppl who like hajime abusive stop with the strawmen lmao	0	10072
Don King...his actions really sadden me today...the word 'may not' have the same power to all as it once did, I still cringe when i hear it	5	41085
don't put famous dex in a tweet with breezy lol chris is that guy dex a bitch lmao n music ass	3	30604
Sigh. I got a B- .. #depressing	5	41041
@EngrNabeeel then rejoicing now is a lil' bit prematured dont you thinkðŸ¤”ðŸ¤”ðŸ¤”	3	30714
i animated a little thing i might post it tomorrow since itll be a Good Thursday.. nice...	3	31496
@AdoreDelano ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! 	2	21311
My morning started off amazing!! Hopefully the whole day is going as i want it to go!\n#GreatDay #optimism	3	31342
@MxJackMonroe I couldn't get on with it either. Bits started drooping that shouldn't droop. GP said mooncup alone to blame.	5	40215
I've never seen fast &amp; furious Tokyo drift. Boutta watch it	0	11336
my mom cut my phone off and I'm so furious 🤗	0	10066
Laudrup and his evil white companions rejoice.	3	30585
You boys dint know the game am I the game... life after death... better chose and know who side you on before my wrath does come upon usðŸ˜¤ðŸ˜¤ðŸ˜¤	0	11592
@KatzeAnilothei this amount of greedy mooching makes me snarl.	0	10054
Starting to get butterflies in our tummies about tomorrow...who will win?! #nervous @IPMCOGSAwards	2	21431
@Ganypede I notice that nice people believe in a nice god and horrid people believe in a horrid god who happens to hate everybody they hate.	2	21891
Soooo badly want to dye my hair dark but have never been dark before soooo torn 😭😭😭	5	40834
@marisa_enbot Being with you makes me somewhat gloomy.	5	41040
@Virgin_TrainsEC I feel for the conductor tonight, he's obviously taken grief over the last few weeks, he sounds weary of apologising!	5	40837
@JoeFahezy I could of told you that one lmfao ðŸ˜‚ Then old niggas get wasted and start fucking around	2	21079
Will WHU be old bill free by the time the game with Chelsea comes around? ðŸ˜‚ ðŸ˜‚ ðŸ˜‚\nThat will be lively to say the least\n#AFC	3	31598
Now they fret about scuffs. I’ll take scuffs (which…come in) for a phone I can use wet handed or drop in a toilet any day.	0	10625
Inner conflict happens when we are at odds with ourselves. Honor your values and priorities.  #innerconflict #conflict #values	0	10386
in health we did a think about depression and now i feel like i have it	5	40080
I went to this sushi spot &amp; they had tobi &amp; an ANBU mask hung on the wall behind them. I will start going there even tho I don't eat seafood	2	21381
Not setting an alarm to nap &gt;&gt;	2	21107
@groovydadad @MHChat 🙂ty I often conflate the two depression + sadness, but they are very different. This q reminded me of that #mhchat	5	40274
Ill say it again. If I was a Black man Id be afraid to leave my house or have a moving violation.\n\n#TerranceCrutcher #truth #sad	5	40102
Pakis are applauding Sharif's speech,i wonder how many really understood what he said!!!!\nThey are very much excited and happy	3	31141
I blame the whole season on Natalie! The season would have been so different had she not turned her back on her alliance! #pissed 	0	10032
i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer	5	41293
I feel like I am drowning. #depression #anxiety #falure #worthless	5	41024
Some People hate nothing more than a happy confident person. Never mind  #confident	3	31362
I hate Bakewell tart â€¦ anything that tastes of almond essence is just horrid! #GBBO	2	20767
sav tells our mom 'I love you' and she responds 'Oh.' 	5	41127
@liamch88 yeah! :) playing well #optimism	3	30217
watching this uni reveal is so depressing i miss stingrays :(	5	40795
Blood is boiling	0	11570
@HillaryClinton @realDonaldTrump @BonfireLana #bully #Bullshit #fullofshit please take out the #garbage	2	20459
@ArcticFantasy I would have almost took offense to this if I actually snapped you	0	10858
Just want to be a dad so i can play kick the baby with my little one #southpark #mellogang  #edm #plur #dad #djlife #dj #producer	2	21081
@WWE is the live event Brock vs Orton 2 this Saturday on the WWE Network? If not it needs to be! :) #wwe @RandyOrton @HeymanHustle #revenge	0	10629
I've realized my anxiety is at an all time high when I'm in my office. I feel prisoned here and I pick up on bad energy.	2	21458
snap: hiAleshia 😃	0	10822
@PunishedSnek in the final analysis, the non-white global majority will not fret over the ethnic origin of our corpses.	5	41370
@nytimes I'm trying to imagine the first response of a President Trump to an act of terror. The thought itself terrorizes me.	2	21759
@westelm tells me my order will ship on Sept 12, arriving by Sept 19. Today is the 22. ðŸ˜ #lies  #whereismyfurniture	2	22216
@ccrago It was dreadful, even after he met the Catfish he still thought it was her!	5	40794
I am #real #sjw, I will not let #america down\nI have found us, now go and get us\nI let it out and I let it in\nI #rage I #lol\n@SergioSarzedo	0	10326
@David_Stepp Any other election, fine vote 3rd party as useless as it is but not this one. I hesitate to say it'd be selfish but...	2	20620
@Hannahcolleen06 I have 12 &amp; that's the only one I didn't like ðŸ˜‚ mine comes out patchy. It's the only dark color by her I have tho.	5	41426
I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it.	0	11077
@mattwruff sadly there is constitutional RIGHT to have abortion. Yet there is constitutional RIGHT to life. Safety net protects those rights	5	40365
Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling, not something Derbyshire would recognise #GBBO	2	22015
@TheRandomAnt @meg_m203 yeah, they figured that ornaments are way more wanted than spektar and desolate gear. Well they thought right.	5	40579
â¤ï¸ŽI... I can't! I'm scared! Bees terrify me.	2	21747
Show your new job you're not #afraid of new tasks. Take on a #project, be brave, make an #impression. #WorkTiveTruth	2	21038
Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do ðŸ˜³ 	2	21934
Trying to make a #better_world is #depressing when it's a #failure -__-	5	41284
So nervous I could puke	2	21585
When City Hall has the fire alarm go off and it's been 15 minutes and the fire department still isn't here	2	21285
342:147 And waxen in their mirth, and neeze, and swear\nA merrier hour was never wasted there.--\n#AMNDBots	3	30686
i just spent $40 on big little sis tomorrow and i am beyond happy about it #SAW #mirth #mums	3	31128
Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation 	2	21252
Most days, I don't know what my heart beats for. #depression	5	40988
@PhilGlutting Hey There Phil Glutting thank you for following us, it's appreciated :) #smile	3	30894
That defending was awful from us!	2	21949
@GOT7Official @jrjyp happy birthday jin young!!!!!! #PrinceJinyoungDay  #happyjinyoungday #got7 #happy #birthday	3	30910
â€œMy friend do you fly away now? To a world that abhors you and I? All that awaits you is a somber morrow No matter where the winds may blowâ€	5	41037
It's a Moving Day! #stress #panic #hope	2	21862
Incredibly shocked and disappointed with @united customer service. Really making me rethink flying with them in the future. #unhappy	5	41199
-normal people scare me*	2	21784
I don't get what point is made when reporting on Charlotte looting @CNNAshleigh. Why not explore what looting businesses symbolizes 	0	10543
bad news fam, life is still hard and awful #depression  #atleastIhaveBuffy	2	20189
An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka	2	21254
Day 9 and I am elated because I'm taking PTO tomorrow so I'm doneeeee. But:	3	30160
Good Morning!!!\n\n #leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech 	2	20985
#recession, #economic #gloom? The brightest #stars shine in the darkest nights! Our #html5 #webdesign rocks! #rtblitz #finovate #wlsb	5	41122
@WestonKoury so leafy can roast the Pokemon go kid but not you what an outrage that just means that he is more relevant than y-I mean kisses	0	10546
#Zumba, #PiYo and #HIIT sessions. Sweaty, burning but sooooooo good! #missedoutonsummerbikinibodybutwintersunbodywilldo	0	10732
Pride and Prejudice is a modern day Keeping up with the Kardashians' - @howsyourdaybin .............I've never been so offended in my life	0	11164
My best friend gets married in three days, I have replaced all my anxiety with an eeiry calm and cat cuddles.	2	22132
@NHLstoreNYC I'm cheering for @TeamNA_WCH and @TeamEUR_WCH #NHLNYCSweepstakes	3	30310
@stephtikkanen oh so true, so true. 	2	22234
Literally dying &amp; living at the same time as I catch up on @adrian_ver 's twitter. If you aren't following him your life is BASIC. #hilarity	3	31513
Bes! You don't just tell a true blooded hoopjunkie to switch a f*c@n' team that juz destroyed your own team. You juz don't! #insult	0	10021
@gurrie_j thanks for making me super sad about Pizza.  #freepizza	5	41224
Puzzle investing opening portland feodal population is correlative straight a snorting infuriate: XLzjYhG	0	10474
#rocklandcounty get to ravis in suffern, ny. Great food, new #chef, terrific atmosphere. Say 'twitter' to server and get free #appetizer	2	21131
My soul is weary of fighting the battles in this world. #BlackInAmerica #WeAreNotSafe	5	40060
But the lady at the store said I had nice eyelashes so that's good, right? #optimism? @verizon	3	31251
wow almost all the T-Mobile stores in San Diego are out of Note7 replacements #sadness I need to get mine replaced	5	40139
Penny dreadful 3 temporada	2	20580
You know you exercised good when your limbs are shaking afterwards ðŸ˜‚	2	22028
@EagleGiles23 @tgilmore_92 what I miss? #outrage	0	10285
Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪	2	21193
I envy ice, at least if you give it warmth it melts #TaylorLautner #Twilight #hilarious #quote	3	31512
@JoeShennan Meanwhile @JoshuaMurrayBM and I are getting a 7.40am train. I hope you really, really enjoy that hotel, Shennan. #fuming	0	11053
Anyway I'm in a car with a furious white men and I have a really funny story to tell when I'm sober ðŸ˜‚	0	11352
@LeeMorris7 I had no idea until I came off air directing at 7pm #shocking ðŸ˜•	2	21531
James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18  #shouldofVotedforNicole	0	11566
Quote_Soup: Be happy not because everything is good, but because you can see the good side of everything. #optimism	3	30354
@moocowward @mrsajhargreaves @Melly77 @GaryBarlow if he can't come to my Mum'a 60th after 25k tweets then why should I ðŸ™ˆ  #soreloser	0	10945
I'm just a fuming ball of anger today 🙃	0	10112
@JoyAnnReid you're right choice I had to slam him he is one ignorant man and I really resent that statement Don King is an embarrassment	0	11374
@hyattd335 #Grateful for #novel #award #promo #RT - #Blessings DeWayne Hyatt #Hippie who loves to grind on the #blues #Florida	5	40745
i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd	2	21896
However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety 	2	20350
If i could just get my line to block!  #germantownbroncos #lilleague #popwarner #Broncos #usafootball #offense #lineman	0	10988
@CazuaL_WeaR @ScottInSC looks like a book shaped like a gun to me  #itsagunalright	3	30752
@UNHumanRights @UNDP_Pakistan wat an irony? #Pakistan lecturing the world on curbing #terrorism	2	22152
Y'all tune into Snapchat for Beans funereal	5	40373
@Girlandlurchers Yep, peeps on here always out to cheer others up! I'm fine, drooling at GBBO x	3	31526
@glacierqxeen \n\n'Whoo, welcome~!' He greeted cheerfully.	3	31558
@officialShaky 'Operation Echoes' is gathering momentum ... #tense #nervous #feelsick #excited	2	20037
When you realize there is #NoHopeForHumanity so you just #start focusing on what's #best for you.	2	21462
Circle K is dead to me. I hate your new slushie machine.  #livid	0	11424
Fun pizza night last night with the @PERFORMERS_COLL crew. What a gorgeous bunch of newbies â¤ï¸ #lively #exciting ðŸ’ªðŸ¼	3	31350
She gave a playful wink, taking the goggles off her head, swinging them around her finger. 'I would never~' @VerminEngineer	3	30342
At the point today where if someone says something remotely kind to me, a waterfall will burst out of my eyes	0	10941
Forgot to thank @_JusDee_ and @djolder for sharing @therealpeela's day-making #happy video.	3	31235
I love when people say they aren't racist right before they say some racist shit... Not how that works... #fuming	0	11439
It feels like there are no houses out there for us. With the most basic requirements I have, there are literally no options. 	2	20372
I lost a couple niggas I want revenge so put me in coach	0	10069
@JoyceCarolOates \nBreath. You are trending despondent. Mrs Clinton will win. If you keep your gloves on, guard up, and punch like hell.	5	40485
Fear blocks blessings, faith unlocks them. #ManUp #fear #faith	2	20793
Dear everyone at HSSU, stop walking with your phones up so I can smile and wave at you and you can smile and wave back :(	3	30741
Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.	2	20518
@BBCTomEnglish @TimesSport And the dreadful Franglaise.	2	20948
@ChibiReviews Post series depression can be quite bad, but it will get better, I bet someone will pick the novel soon in the west.	5	40381
What a #lively #lovely #shower ðŸ˜‡ ..	3	30055
Free live music in DC tonight!  #blues with #MoonshineSociety at @thehamiltondc in the Loft starting at 10:30pm @FreeinDCBlog @WTOPFreebies	5	40754
If you find me lost, will you stay as a passerby or will you get lost with me? #musings #melancholy	5	40149
@AdamCimmering Boro are at the OS before then, they could give the stewards a good work out. Chelsea will get about 8k, will be lively.	3	30646
@TamraBarney @ShannonBeador @RHOC_KellyDodd Tamra would F her up if she swung on Tamra\nKelly is a piece of ðŸ’© #needstobeadmitted #bully	2	21374
Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ✨	5	40531
I seriously miss #ahsaftershow with @trixiemattel and @TheRealEdHansen. I need to talk about the mamasitas and the hunks of horror.	2	21426
@brendancoots where's your outrage that your party nominated a lying, corrupt person? And received donations from nations who support terror	2	21354
Watching Avatar and wondering why I took so long to watch this *collapses in a joyous heap*	3	30273
#aliens #zombie #gore #slash #ghost #sith #horror I love it all. ðŸ”ª	2	20903
@JoaquinPutoAmo vas a ir al de the amaity affliction?	5	40522
Can we get a shot of Lingys face at 1/4 time ? Pretty sure it would be more red then his hair  #pretendinghesok #ruok #AFLCatsSwans	0	11658
@luckiiCHARM_ Luckii, I'm changing in so many ways bc of Him!! It's a scary but joyful feeling, making me so strong.	3	30019
its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy ðŸ˜‹	5	41408
I'm much to full of resentment	0	11615
@BI_Science Opioid rapid pill plague...Speed generations Pulse Rapid rabid Impairment Ist Choice Stacked usage vs street ingestion demo US	0	11583
Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.	0	11699
@01Starblazer 9 -9 vs Atlanta this yr, 2 - 11 vs Rockies and DBacks this yr. That's a combined 11 - 20 vs 3 atrocious teams in NL #awful	2	22247
I've returned from the dead with a desire to clean the apartment and eat something that isn't garbage. #managing #depression	5	40177
@LeahSKahn honestly. All I care about is Selasi not messing this up. His lackadaisical attitude isn't good for danishes.	5	41002
Not untill today has anyone ever said to me they remember what I had on over 7 years ago when they met me n liked me since #cutealert 	3	30360
Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed	2	20192
@rantking just adding a little levity	3	30607
The birds chirp , the sun shines and the wind chimes chime. There was once a smile on this face.	3	30606
Wearing all black tomorrow as I continue to mourn the lives of the most recent victims of police brutality. #blackout #WU	5	40058
whenever I hear concert postponed I think of dismal ticket sales   green day ?	5	41113
Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight	2	22180
@annafifield @washingtonpost all hands on deck at the post and in the msm as trump starts to lead in oh, fla, NC, NV, CO. 	2	21415
@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.	5	41484
@mcauley_ross rojo is awful	2	21675
but that was a mistake and a half assed excuse and now here i am burning in hell forever	0	10084
@RussiaInsider Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 	2	21289
She was so posh it frightened me. I'm still scared.	2	20091
@CBCNews Canada should be a driving force of democracy freedom rights - instead we help #dictator #misogyny #Sharia #Islam  #polygamy	2	20305
Depression sucks! 	5	40021
Something about these cool, breezy fall days.. ðŸ˜ðŸ‚ðŸŒ¾ðŸ	3	30122
Super shitting it about this tattoo #nervous	2	20025
#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible	2	20594
The more videos @PanicAtTheDisco  post, the more i am convinced i might should not have done that  #Brendonati	2	20743
If purging was real, Kenya would be the country where the elite purge from choppers while the low-class cower under their beds for 12 hours	2	20375
@outmagazine jesus heck you're awful	2	21390
@bear_ing you asshole... you made me sexually attacked to a animated bear :-P	3	30750
@realDonaldTrump: No sense in taking out your wrath on innocent people because you think police shot an innocent man. #MakeAmericaSafeAgain	0	10429
the waitress recognised me from last time i was in there moping, after my interview haha	5	40378
@DSDambuster just finally started #homefronttherevolution, what did you all do the story and gameplay??? #terrible #wasteofmoney	2	20631
When you arrive at the office the day before your first ever festival and the Internet is down 	2	20381
gloomy days should just be for high cuddles and movies	5	41306
Was going to get a new #horror movie #tattoo tonight, but my artist flaked out on me for the 3rd time &amp; said he was done tattooing!	2	20782
Forever angry that gh ruined Molly and morgan's bond/friendship #bitter	0	10204
@DayveeSutton BIG thank you for liking my little Pumpkin  :)  She's the smallest of my 4, but is very playful &amp; wakes me up most mornings.	3	31462
Time for some despair #SDR3 #despair #fuckthisanime	2	21295
@__NETFLIXNCHILL I fuck with madden way harder	0	10874
Come and join in with #cakeclubhour tomorrow afternoon from 3pm! #bizhour 	3	31192
@EagleGiles23 @tgilmore_92 what I miss? 	0	10846
..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!	0	10138
How can America be so openly embracing racism. #dismayed	2	20334
@MissRBBerry_ @BlaineHale_ @KurtStilinski_ @BeaconScott11 @SStilinski_24 I brought sparkling cider...*holds it up* I know it's not much	3	31176
Learning to trust God can quiet a troubled &amp; restless heart, bring peace to a weary soul, &amp; eliminate the hopelessness that #addiction is!	5	40718
If Troyler will die, I'm gonna die with them\n#troyler #sadness #fuckin'lifeisnotafairytale	5	41401
Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry	0	11598
#Terencecutcher #Tulsa the man onthe helicopter said he looks like a bad dude, that is the problem, when they see black they see bad, 	5	40358
@npagliaro1 That's awesome!  p.s. ok, what are the odds of that, swapping neighborhoods? 	3	31063
Had a great time at Skywalkers open gym tonight! Come our every Wednesday from 7-8 in Hillsboro and train with us! #opengym #cheer #tumbling	3	30045
@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? #optimism	3	30631
I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.	5	41491
one thing I can say is that you kept me smiling	3	30933
I hate having ideas but being too afraid to share them ðŸ˜”	2	20210
For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway.	5	40309
Inpouring this letter we are dying over against subsist checking quaint virtuoso ways toward fine huff yours l...	0	10273
@lmench i'm actually offended by it.  naming the most fattening sandwich after a man who died of coronary disease likely due to his diet?	0	11674
@VodafoneUKhelp @VodafoneUK wow!! My bill is £44.77 and hav a text from u to prove that and you have taken £148!!!!! #swines #fuming #con!	0	10031
Tutoring gives me such an exhilarating feeling. I love helping people 😌	3	30893
@Mattwinton1 Your foot is frowning.	5	41039
I need a syfy series to watch I literally have nothing to watch back to back. I already watched #heroes #lost #jericho #fallenskies  etc etc	5	40645
#Scorpio always seek revenge!	0	11048
Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended	0	10419
when you think you've got it together for a day then you randomly burst out crying	0	11012
Hell hath not fury like a hamstring cramp. #ouch	0	10336
@JackCurryYES he's just lucky...bad pitchers...#WHATEVER...ElKracken is #legit #future #bright #gottawearshades #LetsGoYankees	3	30627
I thought the nausea and headaches had passed but lol I feel awful today	2	20139
@Jake_Martin74 Oh and I play it capo 2nd fret in a G position RS	0	11260
@RyanAbe awe yay thank god I was so worried.	2	21217
Haven't gotten one hour of sleep... Today is going to be a fun day ðŸ˜ #restless	2	20135
@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific	2	21829
Moment of levity n Charlotte dude on rollerblades goes skating through protesters. Better if he was wearing short shorts &amp; blowing a whistle	3	31412
@ashish_geol @getPakistanTV @HamidMirGEO .. Have you give thought to Khalistaan? \nNo concern of you Baluchistan !! Kashmir is an Issue.	2	20278
I forgot about this nice area down here with the fiery hearths	0	10802
The #most wasteful day is a #day without #laughter	3	31132
gifs on iOS10 messaging app are hilarious.	3	31268
